,PF00042.28,PF00115.25,PF00116.26,PF00296.26,PF00510.24,PF00916.26,PF01521.26,PF03063.25,PF05425.18,PF10371.14,PF13597.11,PF16870.10,PF17773.7,PF17910.6,PF02579.22,PF01152.27,PF08530.16,PF01871.22,PF02906.19,PF05721.19,Oxygen2
1255,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1256,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1257,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1258,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1259,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1260,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1261,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1262,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1263,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1264,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0
1265,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
1266,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0
1267,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1268,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
1269,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1270,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1271,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
1272,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1273,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1274,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
1275,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1276,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
1277,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1278,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1279,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1280,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
1281,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1282,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1283,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1284,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1285,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
1286,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1287,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
1288,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1289,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
1290,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1292,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1293,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1294,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0
1295,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1296,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1297,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1
1298,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0
1299,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1300,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1301,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1302,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1303,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
1304,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
1305,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0
1306,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1307,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1308,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1309,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
1310,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0
1311,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1312,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
1313,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1314,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1315,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
1316,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1317,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1318,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1319,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1
1320,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1321,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1
1322,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1323,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
1324,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
1325,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1326,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1
1327,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0
1328,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1329,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0
1330,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
1331,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1332,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1333,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1334,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1335,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1336,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1337,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1338,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1339,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1340,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
1341,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1342,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1343,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1344,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1345,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1346,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0
1347,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
1348,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1349,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1350,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1351,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0
1352,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1353,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1354,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1355,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1356,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
1357,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0
1358,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1359,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1
1360,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
1361,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1362,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1363,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1364,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1365,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1366,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
1367,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
1368,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
1369,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1370,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1371,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
1372,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1373,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
1374,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1375,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
1376,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
1377,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1378,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1379,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1380,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1381,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1382,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
1383,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0
1384,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
1385,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1386,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1
1387,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1388,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1389,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1390,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1391,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1392,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1393,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1394,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
1395,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1396,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1397,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1398,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1399,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1400,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0
1401,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1402,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
1403,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
1404,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1405,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
1406,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1407,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1
1408,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
1409,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
1410,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1411,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1412,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1413,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1
1414,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1415,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1416,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
1417,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1
1418,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
1419,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1420,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1421,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1
1422,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1423,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0
1424,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1425,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1426,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1427,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1428,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1429,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
1430,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1431,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1432,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1433,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1
1434,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1435,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1436,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1437,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
1438,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1439,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1440,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1441,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
1442,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1443,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1444,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1445,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1446,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1
1447,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1448,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1
1449,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1450,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1451,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
1452,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1453,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0
1454,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1455,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1456,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1457,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1458,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
1459,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1460,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1461,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1462,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
1463,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1464,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1465,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
1466,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1467,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1468,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1469,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
1470,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1471,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1472,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1473,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1474,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0
1475,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1476,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1477,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1
1478,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1479,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1480,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1481,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
1482,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
1483,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1484,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
1485,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
1486,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1
1487,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1488,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1
1489,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1
1490,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1491,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1493,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1494,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1495,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1496,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1497,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0
1498,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
1499,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
1501,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1502,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
1503,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1504,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1505,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1506,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1507,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1
1508,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1509,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1510,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
1511,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
1512,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
1513,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1514,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
1515,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1516,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
1517,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1518,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1519,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1521,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1522,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1523,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1524,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1525,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1526,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1527,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1528,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1529,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1530,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0
1531,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1532,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1533,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1534,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1535,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1536,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
1537,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
1538,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1539,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1540,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1541,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
1542,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1543,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1544,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1545,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
1546,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
1547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
1548,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
1549,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1550,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1551,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1552,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1553,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
1554,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1555,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1556,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1557,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1558,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
1559,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1560,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1561,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
